"load_datetime","Segment","Mode","Order_Type","Initial_Period","Institution","Interest_rate_am","Interest_rate_aa"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","03/02/2023 a 09/02/2023","BANCO INTER","14.23","393.55"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","03/02/2023 a 09/02/2023","BCO XP S.A.","5.18","83.41"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","03/02/2023 a 09/02/2023","BCO C6 S.A.","14.5","407.71"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","03/02/2023 a 09/02/2023","BANCO ORIGINAL","18.25","647.73"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","03/02/2023 a 09/02/2023","CAIXA ECONOMICA FEDERAL","2.41","33.1"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","03/02/2023 a 09/02/2023","BCO DO BRASIL S.A.","4.25","64.7"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","03/02/2023 a 09/02/2023","BCO SANTANDER (BRASIL) S.A.","4.68","73.2"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","03/02/2023 a 09/02/2023","ITAÚ UNIBANCO S.A.","4.33","66.23"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","03/02/2023 a 09/02/2023","BCO BRADESCO S.A.","7.3","133.04"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","03/02/2023 a 09/02/2023","NU FINANCEIRA S.A. CFI","5.43","88.52"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","03/02/2023 a 09/02/2023","BCO C6 S.A.","4.45","68.64"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","03/02/2023 a 09/02/2023","BANCO PAN","2.61","36.16"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","02/02/2023 a 08/02/2023","CAIXA ECONOMICA FEDERAL","11.69","276.7"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","02/02/2023 a 08/02/2023","BCO DO BRASIL S.A.","14.66","416.34"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","02/02/2023 a 08/02/2023","BCO SANTANDER (BRASIL) S.A.","13.75","369.05"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","02/02/2023 a 08/02/2023","BCO BRADESCO S.A.","13.11","338.41"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","02/02/2023 a 08/02/2023","BANCO BRADESCARD","18.79","689.19"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","02/02/2023 a 08/02/2023","NU FINANCEIRA S.A. CFI","13.02","334.38"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","02/02/2023 a 08/02/2023","BANCO INTER","13.89","376.44"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","02/02/2023 a 08/02/2023","BCO XP S.A.","5.18","83.41"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","02/02/2023 a 08/02/2023","BCO C6 S.A.","14.5","407.71"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","02/02/2023 a 08/02/2023","BANCO ORIGINAL","18.28","649.68"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","02/02/2023 a 08/02/2023","CAIXA ECONOMICA FEDERAL","2.4","32.92"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","02/02/2023 a 08/02/2023","BCO DO BRASIL S.A.","4.25","64.79"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","02/02/2023 a 08/02/2023","BCO SANTANDER (BRASIL) S.A.","4.65","72.49"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","02/02/2023 a 08/02/2023","ITAÚ UNIBANCO S.A.","4.37","66.98"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","02/02/2023 a 08/02/2023","BCO BRADESCO S.A.","7.26","131.78"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","02/02/2023 a 08/02/2023","NU FINANCEIRA S.A. CFI","5.43","88.64"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","02/02/2023 a 08/02/2023","BCO C6 S.A.","4.55","70.54"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","02/02/2023 a 08/02/2023","BANCO PAN","2.54","35.14"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","01/02/2023 a 07/02/2023","CAIXA ECONOMICA FEDERAL","11.01","250.37"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","01/02/2023 a 07/02/2023","BCO DO BRASIL S.A.","15.04","437.4"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","01/02/2023 a 07/02/2023","BCO SANTANDER (BRASIL) S.A.","13.77","370.34"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","01/02/2023 a 07/02/2023","BCO BRADESCO S.A.","13.51","357.43"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","01/02/2023 a 07/02/2023","BANCO BRADESCARD","18.68","681.03"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","01/02/2023 a 07/02/2023","NU FINANCEIRA S.A. CFI","12.95","331.28"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","01/02/2023 a 07/02/2023","BANCO INTER","14.04","383.87"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","01/02/2023 a 07/02/2023","BCO XP S.A.","5.19","83.49"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","01/02/2023 a 07/02/2023","BCO C6 S.A.","14.81","424.5"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","01/02/2023 a 07/02/2023","BANCO ORIGINAL","17.99","628.15"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","01/02/2023 a 07/02/2023","CAIXA ECONOMICA FEDERAL","2.4","32.97"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","01/02/2023 a 07/02/2023","BCO DO BRASIL S.A.","4.24","64.67"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","01/02/2023 a 07/02/2023","BCO SANTANDER (BRASIL) S.A.","4.64","72.34"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","01/02/2023 a 07/02/2023","ITAÚ UNIBANCO S.A.","4.43","68.23"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","01/02/2023 a 07/02/2023","BCO BRADESCO S.A.","7.27","132.14"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","01/02/2023 a 07/02/2023","NU FINANCEIRA S.A. CFI","5.43","88.67"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","01/02/2023 a 07/02/2023","BCO C6 S.A.","4.37","66.98"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","01/02/2023 a 07/02/2023","BANCO PAN","2.53","34.94"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","31/01/2023 a 06/02/2023","CAIXA ECONOMICA FEDERAL","11.55","271.25"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","31/01/2023 a 06/02/2023","BCO DO BRASIL S.A.","14.95","432.05"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","31/01/2023 a 06/02/2023","BCO SANTANDER (BRASIL) S.A.","13.66","365.0"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","31/01/2023 a 06/02/2023","BCO BRADESCO S.A.","13.36","350.15"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","31/01/2023 a 06/02/2023","BANCO BRADESCARD","18.75","686.06"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","31/01/2023 a 06/02/2023","NU FINANCEIRA S.A. CFI","12.95","331.35"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","31/01/2023 a 06/02/2023","BANCO INTER","14.09","386.2"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","31/01/2023 a 06/02/2023","BCO XP S.A.","5.19","83.49"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","31/01/2023 a 06/02/2023","BCO C6 S.A.","14.81","424.5"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","31/01/2023 a 06/02/2023","BANCO ORIGINAL","18.03","630.87"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","31/01/2023 a 06/02/2023","CAIXA ECONOMICA FEDERAL","2.36","32.26"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","31/01/2023 a 06/02/2023","BCO DO BRASIL S.A.","4.22","64.14"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","31/01/2023 a 06/02/2023","BCO SANTANDER (BRASIL) S.A.","4.53","70.25"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","31/01/2023 a 06/02/2023","ITAÚ UNIBANCO S.A.","4.35","66.71"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","31/01/2023 a 06/02/2023","BCO BRADESCO S.A.","6.97","124.53"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","31/01/2023 a 06/02/2023","NU FINANCEIRA S.A. CFI","5.45","88.96"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","31/01/2023 a 06/02/2023","BCO C6 S.A.","4.27","65.19"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","31/01/2023 a 06/02/2023","BANCO PAN","2.52","34.72"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","30/01/2023 a 03/02/2023","CAIXA ECONOMICA FEDERAL","11.56","271.71"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","30/01/2023 a 03/02/2023","BCO DO BRASIL S.A.","15.53","465.22"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","30/01/2023 a 03/02/2023","BCO SANTANDER (BRASIL) S.A.","13.83","373.18"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","30/01/2023 a 03/02/2023","BCO BRADESCO S.A.","13.29","347.16"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","30/01/2023 a 03/02/2023","BANCO BRADESCARD","18.43","661.51"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","30/01/2023 a 03/02/2023","NU FINANCEIRA S.A. CFI","13.39","351.65"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","30/01/2023 a 03/02/2023","BANCO INTER","14.0","381.66"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","30/01/2023 a 03/02/2023","BCO XP S.A.","5.2","83.64"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","30/01/2023 a 03/02/2023","BCO C6 S.A.","15.04","437.53"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","30/01/2023 a 03/02/2023","BANCO ORIGINAL","16.43","520.56"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","30/01/2023 a 03/02/2023","CAIXA ECONOMICA FEDERAL","2.4","32.91"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","30/01/2023 a 03/02/2023","BCO DO BRASIL S.A.","4.21","63.95"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","30/01/2023 a 03/02/2023","BCO SANTANDER (BRASIL) S.A.","4.41","67.79"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","30/01/2023 a 03/02/2023","ITAÚ UNIBANCO S.A.","4.3","65.65"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","30/01/2023 a 03/02/2023","BCO BRADESCO S.A.","6.67","117.05"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","30/01/2023 a 03/02/2023","NU FINANCEIRA S.A. CFI","5.47","89.41"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","30/01/2023 a 03/02/2023","BCO C6 S.A.","4.13","62.55"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","30/01/2023 a 03/02/2023","BANCO PAN","2.48","34.18"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","27/01/2023 a 02/02/2023","CAIXA ECONOMICA FEDERAL","11.57","272.2"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","27/01/2023 a 02/02/2023","BCO DO BRASIL S.A.","16.4","518.77"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","27/01/2023 a 02/02/2023","BCO SANTANDER (BRASIL) S.A.","13.73","368.29"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","27/01/2023 a 02/02/2023","BCO BRADESCO S.A.","13.18","341.66"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","27/01/2023 a 02/02/2023","BANCO BRADESCARD","18.45","662.72"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","27/01/2023 a 02/02/2023","NU FINANCEIRA S.A. CFI","13.57","360.58"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","27/01/2023 a 02/02/2023","BANCO INTER","13.63","363.38"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","27/01/2023 a 02/02/2023","BCO XP S.A.","5.2","83.64"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","27/01/2023 a 02/02/2023","BCO C6 S.A.","15.04","437.53"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","27/01/2023 a 02/02/2023","BANCO ORIGINAL","16.39","517.88"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","27/01/2023 a 02/02/2023","CAIXA ECONOMICA FEDERAL","2.41","33.02"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","27/01/2023 a 02/02/2023","BCO DO BRASIL S.A.","4.19","63.73"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","27/01/2023 a 02/02/2023","BCO SANTANDER (BRASIL) S.A.","4.34","66.56"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","27/01/2023 a 02/02/2023","ITAÚ UNIBANCO S.A.","4.32","66.12"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","27/01/2023 a 02/02/2023","BCO BRADESCO S.A.","6.52","113.29"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","27/01/2023 a 02/02/2023","NU FINANCEIRA S.A. CFI","5.49","89.94"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","27/01/2023 a 02/02/2023","BCO C6 S.A.","3.85","57.4"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","27/01/2023 a 02/02/2023","BANCO PAN","2.49","34.27"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","26/01/2023 a 01/02/2023","CAIXA ECONOMICA FEDERAL","11.48","268.37"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","26/01/2023 a 01/02/2023","BCO DO BRASIL S.A.","16.47","523.35"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","26/01/2023 a 01/02/2023","BCO SANTANDER (BRASIL) S.A.","13.83","373.32"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","26/01/2023 a 01/02/2023","BCO BRADESCO S.A.","13.1","338.24"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","26/01/2023 a 01/02/2023","BANCO BRADESCARD","18.43","661.32"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","26/01/2023 a 01/02/2023","NU FINANCEIRA S.A. CFI","13.7","366.71"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","26/01/2023 a 01/02/2023","BANCO INTER","13.7","366.96"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","26/01/2023 a 01/02/2023","BCO XP S.A.","5.2","83.64"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","26/01/2023 a 01/02/2023","BCO C6 S.A.","15.04","437.53"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","26/01/2023 a 01/02/2023","BANCO ORIGINAL","16.35","515.71"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","26/01/2023 a 01/02/2023","CAIXA ECONOMICA FEDERAL","2.42","33.16"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","26/01/2023 a 01/02/2023","BCO DO BRASIL S.A.","4.19","63.61"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","26/01/2023 a 01/02/2023","BCO SANTANDER (BRASIL) S.A.","4.36","66.91"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","26/01/2023 a 01/02/2023","ITAÚ UNIBANCO S.A.","4.31","66.0"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","26/01/2023 a 01/02/2023","BCO BRADESCO S.A.","6.37","109.75"
